S.No,University Name,State/UT,Type,Year Established
4839,"Kalasalingam Institute of Technology, Virudhunagar",Unknown,Unknown,
4840,"Kala Vidya Mandir Institute of Technology, Mumbai",Unknown,Unknown,
4841,"Kalawatibai College of Engineering and Technology Polytechnic, Naigaon",Unknown,Unknown,
4842,"KCNIT Banda - Kali Charan Nigam Institute of Technology, Banda",Unknown,Unknown,
4843,"Kalindi College, New Delhi",Unknown,Unknown,
4844,"Kalinga Institute of Engineering and Technology, Jajpur",Unknown,Unknown,
4845,"Kalinga Institute of Mining Engineering and Technology, Chhendipada",Unknown,Unknown,
4846,"Kalka Engineering College, Meerut",Unknown,Unknown,
4847,"Kalka Institute for Research and Advanced Studies, Meerut",Unknown,Unknown,
4848,"KHIT Guntur - Kallam Haranadha Reddy Institute of Technology, Guntur",Unknown,Unknown,
4849,"Kalol Institute of Architecture and Design, Kalol",Unknown,Unknown,
4850,"KIRC Kalol - Kalol Institute of Technology and Research Centre, Kalol",Unknown,Unknown,
4851,"KIT Tiptur - Kalpataru Institute of Technology, Tumkur",Unknown,Unknown,
4852,"Kalpi Institute of Technology, Ambala",Unknown,Unknown,
4853,"Kalsar College of Engineering, Sriperumbudur",Unknown,Unknown,
4854,"KGEC Kalyani - Kalyani Government Engineering College, Nadia",Unknown,Unknown,
4855,"Kalyan Post Graduate College, Bhilainagar",Unknown,Unknown,
4856,"Kamakshi College of Engineering and Technology, Suryapet",Unknown,Unknown,
4857,"KITS karimnagar - Kamala Institute of Technology and Science, Singapur",Unknown,Unknown,
4858,"Kamal Institute of Technology, Kanpur",Unknown,Unknown,
4859,"Kamarajar Polytechnic College, Cuddalore",Unknown,Unknown,
4860,"Kamaraj College of Engineering and Technology, Virudhunagar",Unknown,Unknown,
4861,"Kamatchi Polytechnic College, Trichy",Unknown,Unknown,
4862,"Kamath Institute of Technology, Udupi",Unknown,Unknown,
4863,"Kamla Kant Institute of Technology and Management, Gwalior",Unknown,Unknown,
4864,"Kamla Nehru Institute of Physical and Social Sciences Engineering Institute, Sultanpur",Unknown,Unknown,
4865,"KNIT Sultanpur - Kamla Nehru Institute of Technology, Sultanpur",Unknown,Unknown,
4866,"KRVIA Mumbai - Kamla Raheja Vidyanidhi Institute for Architecture and Environmental Studies, Mumbai",Unknown,Unknown,
4867,"Kanad Institute of Engineering and Management Mankar, Durgapur",Unknown,Unknown,
4868,"Kanchi Pallavan Engineering College, Kancheepuram",Unknown,Unknown,
4869,"KSRMCE Kadapa - Kandula Srinivasa Reddy College of Engineering, Cuddapah",Unknown,Unknown,
4870,"Kanpur Institute of Technical Education, Kanpur",Unknown,Unknown,
4871,"KIT Kanpur - Kanpur Institute of Technology, Kanpur",Unknown,Unknown,
4872,"Kapi Polytechnic College, Dindigul",Unknown,Unknown,
4873,"Karaikal Polytechnic College, Karaikal",Unknown,Unknown,
4874,"Karaikudi Institute of Technology, Karaikudi",Unknown,Unknown,
4875,"Karan Arts and Science College, Tiruvannamalai",Unknown,Unknown,
4876,"Karan Institute of Technical Education, Kurukshetra",Unknown,Unknown,
4877,"Karanjekar College of Engineering and Management, Bhandara",Unknown,Unknown,
4878,"Karavali Institute of Technology, Mangalore",Unknown,Unknown,
4879,"Karmaveer Bhaurao Patil College of Engineering, Satara",Unknown,Unknown,
4880,"Karmayogi Engineering College, Solapur",Unknown,Unknown,
4881,"Karmayogi Polytechnic College, Pandharpur",Unknown,Unknown,
4882,"Karnal Institute of Polytechnic, Karnal",Unknown,Unknown,
4883,"Karnal Institute of Technology and Management, Karnal",Unknown,Unknown,
4884,"Karnataka German Technical Training Institute, Kalaburagi",Unknown,Unknown,
4885,"Karnataka Handloom Technical Institute, Gadag",Unknown,Unknown,
4886,"Karnataka Institute of Leather and Fashion Technology, Bangalore",Unknown,Unknown,
4887,"Karpagam College of Engineering, Coimbatore",Unknown,Unknown,
4888,"Karpagam Institute of Technology, Coimbatore",Unknown,Unknown,
4889,"Karpagam Polytechnic College, Coimbatore",Unknown,Unknown,
4890,"KVCET Chennai - Karpaga Vinayaga College of Engineering and Technology, Kancheepuram",Unknown,Unknown,
4891,"Kar Polytechnic College, Ambur",Unknown,Unknown,
4892,"Karthikeya Polytechnic College, Tiruchirappalli",Unknown,Unknown,
4893,"Karur College of Engineering, Karur",Unknown,Unknown,
4894,"KIT Varanasi - Kashi Institute of Technology, Varanasi",Unknown,Unknown,
4895,"KashiNath Institute of Polytechnic, Ghazipur",Unknown,Unknown,
4896,"Kashi Nath Institute of Technology, Ghazipur",Unknown,Unknown,
4897,"Kashmir College of Engineering and Technology, Baramulla",Unknown,Unknown,
4898,"KGP Srinagar - Kashmir Government Polytechnic College, Srinagar",Unknown,Unknown,
4899,"Kasireddy Narayan Reddy College of Engineering and Research, Hayathnagar",Unknown,Unknown,
4900,"Ka So Ka Polytechnic College, Ariyalur",Unknown,Unknown,
4901,"Kasturba Institute of Technology, Delhi",Unknown,Unknown,
4902,"Katgara Polytechnic Institute, Dahanu",Unknown,Unknown,
4903,"Kathir College of Engineering, Coimbatore",Unknown,Unknown,
4904,"Katihar Engineering College, Katihar",Unknown,Unknown,
4905,"Kautilya Institute of Technology and Engineering, Jaipur",Unknown,Unknown,
4906,"KITS Nagpur - Kavikulguru Institute of Technology and Science, Nagpur",Unknown,Unknown,
4907,"Kaypeeyes College of Arts and Science, Kotagiri",Unknown,Unknown,
4908,"KBR Engineering College, Nalgonda",Unknown,Unknown,
4909,"KCCITM Greater Noida - KCC Institute of Technology and Management, Greater Noida",Unknown,Unknown,
4910,"KC College of Arts, Commerce and Science, Mumbai",Unknown,Unknown,
4911,"KC College of Engineering and Information Technology, Nawanshahr",Unknown,Unknown,
4912,"KC College of Engineering and Management Studies and Research, Thane",Unknown,Unknown,
4913,"MJC Jalgaon - KCE Society's Moolji Jaitha College, Jalgaon",Unknown,Unknown,
4914,"KCG College of Technology, Chennai",Unknown,Unknown,
4915,"KC Group of Research and Professional Institutes, Pandoga",Unknown,Unknown,
4916,"KC Institute of Technology, Pandoga",Unknown,Unknown,
4917,"KCMT Campus 2 Prem Prakash Gupta Institute of Engineering, Bareilly",Unknown,Unknown,
4918,"KC Polytechnic College, Nawanshahr",Unknown,Unknown,
4919,"KCT College of Engineering and Technology, Sangrur",Unknown,Unknown,
4920,"KCT Engineering College, Gulbarga",Unknown,Unknown,
4921,"KDGM's Dr Uttamrao Mahajan Institute of Engineering and Technology, Chalisgaon",Unknown,Unknown,
4922,"KDK Nagpur - KDK College of Engineering, Nagpur",Unknown,Unknown,
4923,"KDK College of Engineering, Umrer",Unknown,Unknown,
4924,"KCAET Tavanur - Kelappaji College of Agricultural Engineering and Technology, Tavanur",Unknown,Unknown,
4925,"Kerala Government Polytechnic College, Kozhikode",Unknown,Unknown,
4926,"Kerala State Institute of Design, Kollam",Unknown,Unknown,
4927,"KES' BK Shroff College of Arts and MH Shroff College of Commerce, Mumbai",Unknown,Unknown,
4928,"Keshav Memorial Engineering College, Hyderabad",Unknown,Unknown,
4929,"KMIT Hyderabad - Keshav Memorial Institute of Technology, Hyderabad",Unknown,Unknown,
4930,"KE Society's Rajarambapu Institute of Technology for Polytechnic, Haveli",Unknown,Unknown,
4931,"RIT Sangli - KE Society's Rajarambapu Institute of Technology, Sangli",Unknown,Unknown,
4932,"KET Polytechnic College, Krishnagiri",Unknown,Unknown,
4933,"KET Polytechnic Institute, Mathura",Unknown,Unknown,
4934,"KG College of Arts and Science, Coimbatore",Unknown,Unknown,
4935,"KGDM Arts Commerce and Science College, Niphad",Unknown,Unknown,
4936,"KG Engineering Institute, Bankura",Unknown,Unknown,
4937,"KGiSL Institute of Technology, Coimbatore",Unknown,Unknown,
4938,"KG Reddy College of Engineering and Technology, Moinabad",Unknown,Unknown,
4939,"KGRL College, Bhimavaram",Unknown,Unknown,
4940,"Khader Memorial College of Engineering and Technology, Nalgonda",Unknown,Unknown,
4941,"Khalsa College, Amritsar",Unknown,Unknown,
4942,"Khalsa College for Women, Amritsar",Unknown,Unknown,
4943,"Khalsa College of Engineering and Technology, Amritsar",Unknown,Unknown,
4944,"Khandelwal College of Architecture and Design, Bareilly",Unknown,Unknown,
4945,"Khandesh College Education Society's College of Engineering and Management, Jalgaon",Unknown,Unknown,
4946,"Khandoli Institute of Technology, Giridih",Unknown,Unknown,
4947,"Khurana Sawant Institute of Engineering and Technology, Hingoli",Unknown,Unknown,
4948,"KIIT College of Engineering, Gurgaon",Unknown,Unknown,
4949,"KIIT Polytechnic, Bhubaneswar",Unknown,Unknown,
4950,"King College of Technology, Namakkal",Unknown,Unknown,
4951,"Kings College of Engineering, Pudukottai",Unknown,Unknown,
4952,"Kings Engineering College, Sriperumbudur",Unknown,Unknown,
4953,"Kingston Engineering College, Vellore",Unknown,Unknown,
4954,"Kingston Polytechnic College, Duttapukur",Unknown,Unknown,
4955,"KIPM Gorakhpur - KIPM College of Engineering and Technology, Gorakhpur",Unknown,Unknown,
4956,"Kirodimal Institute of Technology, Raigarh",Unknown,Unknown,
4957,"Kisan PG College, Bahraich",Unknown,Unknown,
4958,"Kishanganj College of Engineering and Technology, Kishanganj",Unknown,Unknown,
4959,"Kishan Institute of Engineering and Technology, Meerut",Unknown,Unknown,
4960,"KITE College of Professional Engineering Sciences, Ranga Reddy",Unknown,Unknown,
4961,"KITE Women's College of Professional Engineering Sciences, Ranga Reddy",Unknown,Unknown,
4962,"KIT Coimbatore - KIT-Kalaignarkarunanidhi Institute of Technology, Coimbatore",Unknown,Unknown,
4963,"KITS Akshar Institute of Technology, Guntur",Unknown,Unknown,
4964,"KIT's College of Engineering, Kolhapur",Unknown,Unknown,
4965,"KJ College of Engineering and Management Research, Pune",Unknown,Unknown,
4966,"KJ Institute of Engineering and Technology, Vadodara",Unknown,Unknown,
4967,"K J Somaiya Institute of Technology, Mumbai",Unknown,Unknown,
4968,"K Karunakaran Memorial Model Polytechnic College, Mala",Unknown,Unknown,
4969,"KKC College of Engineering and Technology, Jayankondam",Unknown,Unknown,
4970,"KKC Institute of Technology and Engineering for Women, Chittoor",Unknown,Unknown,
4971,"KKC Institute of Technology and Engineering, Puttur",Unknown,Unknown,
4972,"KK College of Engineering and Management, Dhanbad",Unknown,Unknown,
4973,"KK College of Engineering and Management, Nalanda",Unknown,Unknown,
4974,"KKR and KSR Institute of Technology and Sciences, Guntur",Unknown,Unknown,
4975,"KKS Mani Polytechnic College, Vellore",Unknown,Unknown,
4976,"KK Wagh Arts, Science and Commerce College, Pimpalgaon",Unknown,Unknown,
4977,"KK Wagh College of Agricultural Biotechnology, Nashik",Unknown,Unknown,
4978,"KK Wagh College of Agricultural Engineering and Technology, Nashik",Unknown,Unknown,
4979,"KK Wagh College of Food Technology, Nashik",Unknown,Unknown,
4980,"KK Wagh Institute of Engineering Education and Research, Nashik",Unknown,Unknown,
4981,"KLECET Chikodi - KLE College of Engineering and Technology, Chikodi",Unknown,Unknown,
4982,"KLESCET - KLE Dr MS Sheshgiri College of Engineering and Technology, Belgaum",Unknown,Unknown,
4983,"KLEIT Hubli - KLE Institute of Technology, Hubli",Unknown,Unknown,
4984,"KLE Society's BV Bhoomaraddi College of Engineering and Technology, Hubli",Unknown,Unknown,
4985,"KLM College of Engineering for Women, Kadapa",Unknown,Unknown,
4986,"KL Nagaswamy Memorial Polytechnic College, Madurai",Unknown,Unknown,
4987,"KLN College of Engineering, Pottapalayam",Unknown,Unknown,
4988,"KLN College of Information Technology, Pottapalayam",Unknown,Unknown,
4989,"KLR College of Engineering and Technology, Palwancha",Unknown,Unknown,
4990,"KLS GIT Belagavi - KLS Gogte Institute of Technology, Belagavi",Unknown,Unknown,
4991,"KLS Institute of Engineering and Technology, Bijnor",Unknown,Unknown,
4992,"KLS Polytechnic College, Bijnor",Unknown,Unknown,
4993,"KLS Vishwanathrao Deshpande Institute of Technology, Haliyal",Unknown,Unknown,
4994,"KMBB College of Engineering and Technology, Bhubaneswar",Unknown,Unknown,
4995,"KMCT College of Architecture, Kalanthode",Unknown,Unknown,
4996,"KMCT College of Architecture, Manassery",Unknown,Unknown,
4997,"KMCT College of Engineering for Women, Kozhikode",Unknown,Unknown,
4998,"KMCT College of Engineering, Kozhikode",Unknown,Unknown,
4999,"KMCT College of Management, Kozhikode",Unknown,Unknown,
5000,"KMCT Institute of Emerging Technology and Management, Kozhikode",Unknown,Unknown,
5001,"KMCT Institute of Technology and Management, Malappuram",Unknown,Unknown,
5002,"KMCT Polytechnic College, Kozhikode",Unknown,Unknown,
5003,"KMCT Polytechnic College, Kuttippuram",Unknown,Unknown,
5004,"KMEA College of Architecture, Aluva",Unknown,Unknown,
5005,"KMEA Engineering College, Ernakulam",Unknown,Unknown,
5006,"KMG College of Arts and Science, Gudiyattam",Unknown,Unknown,
5007,"KMG Polytechnic College, Pollachi",Unknown,Unknown,
5008,"KMMITS Tirupati - KMM Institute of Technology and Science, Tirupati",Unknown,Unknown,
5009,"KMP College of Engineering, Ernakulam",Unknown,Unknown,
5010,"KMPM Vocational College, Jamshedpur",Unknown,Unknown,
5011,"KNGD Modi Engineering College, ModiNagar",Unknown,Unknown,
5012,"Knowledge Institute of Technology and Engineering, Anand",Unknown,Unknown,
5013,"KIOT Salem - Knowledge Institute of Technology, Salem",Unknown,Unknown,
5014,"KNSIT Bangalore - KNS Institute of Technology, Bangalore",Unknown,Unknown,
5015,"KNSK College of Engineering, Kanyakumari",Unknown,Unknown,
5016,"Kodada Institute of Technology and Science for Women, Nalgonda",Unknown,Unknown,
5017,"Kodaikanal Institute of Technology, Kodaikanal",Unknown,Unknown,
5018,"Kohinoor Technical Institute, Mumbai",Unknown,Unknown,
5019,"Kommuri Pratap Reddy Institute of Management, Hyderabad",Unknown,Unknown,
5020,"Kommuri Pratap Reddy Institute of Technology, Ghatkesar",Unknown,Unknown,
5021,"Konark Institute of Science and Technology, Jatani",Unknown,Unknown,
5022,"Konghu Velalar Polytechnic College, Erode",Unknown,Unknown,
5023,"KEC Erode - Kongu Engineering College, Erode",Unknown,Unknown,
5024,"Kongu Hi Tek Polytechnic College, Aravakurichi",Unknown,Unknown,
5025,"Kongunadu College of Engineering and Technology, Tiruchirappalli",Unknown,Unknown,
5026,"Kongunadu Polytechnic College, Thottiyam",Unknown,Unknown,
5027,"Kongu Polytechnic College, Erode",Unknown,Unknown,
5028,"KGCE Karjat - Konkan Gyanpeeth College of Engineering, Karjat",Unknown,Unknown,
5029,"Kopal Institute of Science and Technology, Bhopal",Unknown,Unknown,
5030,"KORM College of Engineering, Kadapa",Unknown,Unknown,
5031,"Kota Polytechnic College, Kota",Unknown,Unknown,
5032,"Kothiwal Institute of Technology and Professional Studies, Moradabad",Unknown,Unknown,
5033,"Kottai Mariyamman Polytechnic College, Salem",Unknown,Unknown,
5034,"Kottam Karunakara Reddy Institute of Technology, Kurnool",Unknown,Unknown,
5035,"KITS Kottayam - Kottayam Institute of Technology and Science, Kottayam",Unknown,Unknown,
5036,"KISD Bhubaneswar - Koustuv Institute of Self Domain, Khordha",Unknown,Unknown,
5037,"Koustuv Institute of Self Domain, Patia",Unknown,Unknown,
5038,"Koustuv Institute of Technology, Khordha",Unknown,Unknown,
5039,"KP Engineering College, Agra",Unknown,Unknown,
5040,"KP Patil Institute of Technology, Mudal",Unknown,Unknown,
5041,"KPRIET Coimbatore - KPR Institute of Engineering and Technology, Coimbatore",Unknown,Unknown,
5042,"KPS Institute of Polytechnic, Hooghly",Unknown,Unknown,
5043,"K Ramakrishnan College of Engineering, Tiruchirappalli",Unknown,Unknown,
5044,"K Ramakrishnan College of Technology, Tiruchirappalli",Unknown,Unknown,
5045,"KR College of Arts and Science, Kovilpatti",Unknown,Unknown,
5046,"KR Gouri Amma College of Engineering, Alappuzha",Unknown,Unknown,
5047,"Krishak College, Nawada",Unknown,Unknown,
5048,"Krishna Chaitanya Degree College, Nellore",Unknown,Unknown,
5049,"Krishna Chaitanya Institute of Technology and Sciences, Markapur",Unknown,Unknown,
5050,"Krishna College of Engineering, Rewa",Unknown,Unknown,
5051,"KEC Bhilai - Krishna Engineering College, Bhilai",Unknown,Unknown,
5052,"Krishna Engineering College, Ghaziabad",Unknown,Unknown,
5053,"Krishna Girls Engineering College, Kanpur",Unknown,Unknown,
5054,"Krishna Institute of Engineering and Technology, Jamnagar",Unknown,Unknown,
5055,"KIMT Moradabad - Krishna Institute of Management and Technology, Moradabad",Unknown,Unknown,
5056,"Krishna Institute of Polytechnic, Bijnor",Unknown,Unknown,
5057,"Krishna Institute of Technology, Kanpur",Unknown,Unknown,
5058,"KITE Hyderabad - Krishna Murthy Institute of Technology and Engineering, Ghatkesar",Unknown,Unknown,
5059,"KCET Cuddalore - Krishnasamy College of Engineering and Technology, Cuddalore",Unknown,Unknown,
5060,"Krishnasamy Memorial Polytechnic College, Cuddalore",Unknown,Unknown,
5061,"Krishna's Vikash Institute of Technology, Raipur",Unknown,Unknown,
